,linkedin url,company_name,industry,website,tagline,about,year founded,locality,country,current employee estimate,keywords
1053,linkedin.com/company/secretaria-estadual-de-educa-o,secretaria estadual de educação,Government Administration,http://cabralsalainformatizada.blogspot.com,,Area da educaçãoinclusão digital,,,,6353,"educaçãoinclusão,digital,area,da"
1054,linkedin.com/company/landmark-group,Landmark Group,Retail,http://www.landmarkgroup.com/,Creating exceptional value for the lives we touch.,"Landmark Group began its journey 50 years ago with a single store in Bahrain. Now based in Dubai, this conglomerate has expanded into a mammoth presence in the retail and hospitality sectors. With over 2,200 retail stores, more than 160 leisure and hospitality outlets, 25 homegrown brands, and many franchises, the Group has a presence that spans across the GCC, Middle East, India, Southeast Asia, and Africa.
A testament to its global ethos, Landmark Group has a diverse workforce of 48,000 professionals hailing from 97 countries. This dedicated team serves a broad and loyal customer base, ensuring consistent value and quality. The Group's entrepreneurial spirit is evident in its innovative offerings, most notably STYLI and VIVA, both of which are witnessing expanding horizons and robust growth.

Landmark Group has always been committed to sustainability and doing business responsibly. The group has built a solar capacity that powers over 14% of their energy consumption across UAE and they continue to develop partnerships on responsible sourcing, such as the Better Cotton Initiative, while working strongly towards the net zero agenda. The group has built a roadmap to achieve net zero scopes 1, 2 and 3 by 2040-2050 across carbon, waste, water and energy.
As a high-volume retailer, Landmark Group operates the MENA region’s largest privately-owned logistics and distribution hub. The company has now advanced to offer 3PL Logistics services with the launch of its fully automated Mega Distribution Centre at JAFZA, Dubai under the brand name of Omega Logistics.
Our teams across our stores, offices and warehouses have contributed immensely to our growth as a business. While today we stand on a solid foundation, we look forward to what the future holds. Innovation, tech advancements and sustainable practices for our business and our community guide our strategy. Come and join us in paving a future that is consumer-centric, and people-focused.",1973.0,"dubai, dubai, united arab emirates",united arab emirates,6346,"landmark,sustainability,sustainable,conglomerate,partnerships"
1055,linkedin.com/company/luxoft,Luxoft,IT Services and IT Consulting,http://www.luxoft.com,,"Luxoft, a DXC Technology Company (NYSE: DXC), is a digital strategy and software engineering firm providing bespoke technology solutions that drive business change for customers the world over. Acquired by U.S. company DXC Technology in 2019, Luxoft is a global operation in 44 cities and 21 countries with an international, agile workforce of nearly 18,000 people. It combines a unique blend of engineering excellence and deep industry expertise, helping over 425 global clients innovate in the areas of automotive, financial services, travel and hospitality, healthcare, life sciences, media and telecommunications. 
DXC Technology is a leading Fortune 500 IT services company which helps global companies run their mission critical systems. Together, DXC and Luxoft offer a differentiated customer-value proposition for digital transformation by combining Luxoft’s front-end digital capabilities with DXC’s expertise in IT modernization and integration. Follow our profile for regular updates and insights into technology and business needs.",2000.0,"moscow, moscow city, russia",switzerland,6343,"dxc,luxoft,digital,companies,technology"
1056,linkedin.com/company/university-of-calgary,University of Calgary,Higher Education,http://www.ucalgary.ca,"Canada's entrepreneurial university, A top research university","The University of Calgary is a leading Canadian university located in the nation's most enterprising city. The university has a clear strategic direction to become one of Canada's top five research universities, where research and innovative teaching go hand in hand, and where we fully engage the communities we both serve and lead. This strategy is called Eyes High, inspired by the university's Gaelic motto, which translates as 'I will lift up my eyes.’",1966.0,"calgary, alberta, canada",canada,6336,"calgary,universities,university,canada,motto"
1057,linkedin.com/company/toysrus1,"Toys""R""Us",Retail,http://www.toysrus.com,,"Toys“R”Us is a beloved brand known all around the world—and we know how to have fun! For over 70 years we've been the toy authority and ambassadors of all things play. Our new vision looks beyond traditional retail for a re-imagined, immersive experience for kids of all ages. We've got a whole new way to play, and we can't wait to share it with you!",1948.0,"wayne, new jersey, united states",united states,6336,"toys,toy,play,kids,brand"
1058,linkedin.com/company/the-childrens-hospital-of-philadelphia,Children's Hospital of Philadelphia,Hospitals and Health Care,http://www.chop.edu,,"Since its start in 1855 as the nation's first hospital devoted exclusively to caring for children, The Children's Hospital of Philadelphia has been the birthplace for many dramatic firsts in pediatric medicine. The Hospital has fostered medical discoveries and innovations that have improved pediatric healthcare and saved countless children’s lives.

Today, The Children's Hospital of Philadelphia is one of the leading pediatric hospitals and research facilities in the world. Our 150 years of innovation and service to our patients, their families and our community reflect an ongoing commitment to exceptional patient care, training new generations of pediatric healthcare providers and pioneering significant research initiatives.",1855.0,"philadelphia, pennsylvania, united states",united states,6335,"pediatric,hospitals,hospital,philadelphia,medical"
1059,linkedin.com/company/commonwealth-of-massachusetts,Commonwealth of Massachusetts,Government Administration,http://www.mass.gov,Welcome to Massachusetts,"Year after year, the Commonwealth of Massachusetts has continued to pioneer bold legislative actions and programs, some of which have been embraced on a national scale. We are always looking for talented individuals to help us maintain this momentum and improve the services that millions of people depend on every day.
 
If you’re looking for an innovative work environment where you can really make a difference, check out the job opportunities with the Commonwealth of Massachusetts.

This page is managed according to the Mass.gov social media policy: https://www.mass.gov/info-details/massgov-social-media-policy.",,"boston, massachusetts, united states",united states,6335,"massachusetts,commonwealth,innovative,social,opportunities"
1060,linkedin.com/company/skf,SKF Group,Industrial Machinery Manufacturing,http://www.skf.com,Making the world spin since 1907.,"What started with the invention of the self-aligning bearing in 1907 has now evolved into something much more! Our products enable rotation. Machinery, cars, airplane engines, even household products - anywhere there are parts that rotate, our solutions can be found!
 
As the world moves swiftly into an age of digitalization, so are we. With sensorized bearings, condition monitoring, and connected factories - SKF offers exciting opportunities and challenges - whatever your area of expertise.

If you are looking for an interesting career at SKF, visit our career page. 

For our Social media House rules please visit: 
https://www.skf.com/group/organisation/about-skf/social-media-house-rules.html",1907.0,"ase, vasternorrlands lan, sweden",sweden,6324,"bearing,bearings,rotation,rotate,skf"
1061,linkedin.com/company/western-union,Western Union,Financial Services,www.westernunion.com,,"Many know us as the most trusted way to send money to friends and family overseas and across borders, but we're much more than that. 

Our talented teams around the world are building new ways to send, save and spend money. Wherever you are in the world, in whatever currency you choose, we're evolving our services to meet the demands of tomorrow. 

We're here for what's next. When our teams make more financial services accessible to people everywhere, we help more people prosper, transforming lives and communities.",1851.0,"englewood, colorado, united states",united states,6323,"currency,financial,overseas,money,trusted"
1062,linkedin.com/company/telekom,Deutsche Telekom,Telecommunications,http://www.telekom.com/careers,,"Welcome to our profile!
We are a leading company in the communications and information technology industry, shaping the digital world of tomorrow with innovative solutions. Our team is spread across locations in over 50 countries worldwide and comprises a total of 206,000 colleagues. You can find details about our locations here: https://www.telekom.com/en/company/worldwide

At Deutsche Telekom, we believe that each and every one of us has the power to move society forward. That's why we are committed to creating a culture of collaboration and innovation in which everyone can participate. We believe that diversity and inclusion are the keys to creative solutions.

Be a driving force for digital transformation and become a part of us! Together we are shaping the future of communication and bringing the world closer together. #QuestionTodayCreateTomorrow
Find jobs worldwide here: https://www.telekom.com/en/careers/work-with-us",1995.0,"bonn, nordrhein-westfalen, germany",germany,6316,"collaboration,telekom,communications,innovation,careers"
1063,linkedin.com/company/pt.-bank-negara-indonesia-persero-tbk.,PT. BANK NEGARA INDONESIA (Persero) Tbk.,Banking,http://www.bni.co.id,Menjadi Lembaga Keuangan yang unggul dalam layanan dan kinerja secara berkelanjutan,"Since its establishment in 1946, BNI has always been part of the dynamics of national development in Indonesia. Now BNI has grown and developed into a solid national bank with sustainable financial performance. ‘Serving the Country, Pride of the Nation”, BNI is challenged to continue and increase its contribution for the progress of the nation and country, today and in the future.

At the end of 2012, BNI had total assets of Rp333.3 trillion and employed more than 24 thousands employees. To serve its customers, BNI leverages on its wide ranging service network, comprising 1,585 domestic outlets and 5 overseas branches in New York, London, Tokyo, Hong Kong and Singapore, 8,227 proprietary ATMs, 42,000 EDC as well as Internet banking and SMS banking facilities. BNI always strives to be the bank of choice by providing excellent service and value added solutions to all of its customers.

BNI offers integrated financial services to its customers, supported by its subsidiaries: Bank BNI Syariah, BNI Multi Finance, BNI Securities and BNI Life Insurance.",1946.0,"jakarta, jakarta raya, indonesia",indonesia,6316,"bni,banking,bank,financial,finance"
1064,linkedin.com/company/florida-state-university,Florida State University,Higher Education,http://fsu.edu,,"Florida State University offers a unique academic environment built on our cherished values, distinctive heritage, and welcoming campus. Florida State has it all, offering nationally-ranked academics, world-renowned faculty, championship athletics, and a prime location in the heart of the state capital. And we're the oldest continuous site of higher education in Florida!

Combining traditional strength in the arts and humanities with recognized leadership in the sciences, our university is privileged to provide 16 colleges that offer more than 275 undergraduate, graduate, doctoral, professional and specialist degree programs, and it’s worth noting that each year FSU awards over 2,000 graduate and professional degrees. Upon graduation, our students join an exclusive and supportive network of more than 300,000 alumni around the world.

Florida State University's arts programs rank among the finest in the world. We also offer a wide array of undergraduate and graduate research opportunities, including those at the National High Magnetic Field Laboratory – the only national lab in the state.

We are Florida State University, and we are inspiring the extraordinary.


Interested in learning more about Florida State? Visit http://fsu.edu/about/.",,"tallahassee, florida, united states",united states,6305,"fsu,florida,university,alumni,colleges"
1065,linkedin.com/company/caesars-entertainment-corporation,"Caesars Entertainment, Inc.",Hospitality,http://www.caesars.com/corporate,,"Caesars Entertainment, Inc. is the largest casino-entertainment Company in the U.S. and one of the world's most diversified casino-entertainment providers. Since its beginning in Reno, NV, in 1937, Caesars Entertainment, Inc. has grown through development of new resorts, expansions and acquisitions. Caesars Entertainment, Inc.'s resorts operate primarily under the Caesars®, Harrah's®, Horseshoe®, and Eldorado® brand names. Caesars Entertainment, Inc. offers diversified gaming, entertainment and hospitality amenities, one-of-a-kind destinations, and a full suite of mobile and online gaming and sports betting experiences. All tied to its industry-leading Caesars Rewards loyalty program, the Company focuses on building value with its guests through a unique combination of impeccable service, operational excellence and technology leadership. Caesars is committed to its employees, suppliers, communities and the environment through its PEOPLE PLANET PLAY framework. Know When To Stop Before You Start.® Gambling Problem? Call 1-800-522-4700. For more information, please visit. www.caesars.com/corporate.

Caesars Entertainment promotes a collaborative culture where accountability, passion, and idea sharing create a foundation for innovation and continuous improvement in the casino entertainment industry. 

Caesars is always looking for intellectually-curious professionals who are aligned with our values, motivated by meritocracy, and inspired by our commitment to our guests, team members, communities, and environment. Learn what it’s like to join a diverse by design team at Caesars Entertainment and check out our open jobs.",1937.0,"las vegas, nevada, united states",united states,6302,"casino,caesars,gambling,resorts,nv"
1066,linkedin.com/company/oxy,Oxy,Oil and Gas,http://www.oxy.com,@WeAreOxy,"Oxy is an international energy company with assets primarily in the United States, the Middle East and North Africa. We are one of the largest oil producers in the U.S., including a leading producer in the Permian and DJ basins, and offshore Gulf of Mexico. Our midstream and marketing segment provides flow assurance and maximizes the value of our oil and gas. Our chemical subsidiary OxyChem manufactures the building blocks for life-enhancing products. Our Oxy Low Carbon Ventures subsidiary is advancing leading-edge technologies and business solutions that economically grow our business while reducing emissions. We are committed to using our global leadership in carbon management to advance a lower-carbon world. Visit oxy.com for more information.",,"houston, texas, united states",united states,6301,"oxy,oxychem,offshore,company,subsidiary"
1067,linkedin.com/company/la-fitness,LA Fitness,Wellness and Fitness Services,http://www.lafitness.com,,"LA Fitness is a privately owned fitness club chain. LA Fitness has hundreds of health clubs gyms and millions of members across US and Canada. In an industry often equated with fad and fashion, LA Fitness has steadily increased its presence by focusing on the one lifelong benefit valued by everyone: good health. Established in Southern California in 1984, LA Fitness continues to seek innovative ways to enhance the wellbeing of its members. Today, LA Fitness’ state-of-the-art clubs span the continent and continue to expand. LA Fitness’ strong and successful growth stems from its commitment to understanding and meeting the distinct needs of each community it serves. With a wide range of amenities and a highly trained staff, LA Fitness can provide fun and effective workout options to family members of all ages and interests.

Website - http://www.lafitness.com
Facebook - https://www.facebook.com/LAFitness
Twitter - http://www.twitter.com/LAFitness
Google+ - https://plus.google.com/+lafitness
YouTube: http://www.youtube.com/lafitness",1984.0,"irvine, california, united states",united states,6300,"fitness,lafitness,gyms,la,workout"
1068,linkedin.com/company/shangri-la-hotels-and-resorts,Shangri-La Group,Hospitality,http://www.shangri-la.com/group/,,"Headquartered in Hong Kong SAR, the Shangri-La Group has grown from a single hotel business to a diverse and integrated global portfolio comprising quality real estate and investment properties, wellness and lifestyle facilities. Today, the Group owns, operates and manages 100+ hotels under our family of four brands: Shangri-La, Kerry Hotels, JEN by Shangri-La, and Traders.

We are part of the Kuok Group, one of Asia's most dynamic multinational conglomerates and a leader in properties, logistics, agribusiness, maritime and hospitality.

From our strong base in Asia, we have expanded into key gateway cities and markets around the world. Our properties sit on some of the world’s most prestigious addresses and exotic destinations. Through the environments we have created, we enable people to come together to live, work, play, eat, and rest well.",1971.0,"quarry bay, eastern, hong kong",hong kong,6292,"shangri,hotels,hotel,hospitality,hong"
1069,linkedin.com/company/medical-university-of-south-carolina,Medical University of South Carolina,Hospitals and Health Care,http://www.musc.edu,South Carolina's only comprehensive academic health science center.,"The Medical University of South Carolina  (MUSC) is a public institution of higher learning the purpose of which is to preserve and optimize human life in South Carolina and beyond. The university provides an interprofessional environment for learning and discovery through education of health care professionals and biomedical scientists, research in the health sciences and provision of comprehensive health care.",1824.0,"charleston, south carolina, united states",united states,6285,"musc,medical,university,biomedical,interprofessional"
1070,linkedin.com/company/bostonchildrenshospital,Boston Children's Hospital,Hospitals and Health Care,http://www.childrenshospital.org,Where the world comes for answers.,"Boston Children's Hospital is a 404-bed comprehensive center for pediatric health care. As one of the largest pediatric medical centers in the United States, Boston Children's offers a complete range of health care services for children from birth through 21 years of age. (Our services can begin interventions at 15 weeks gestation and in some situations we also treat adults.)

We have approximately 25,000 inpatient admissions each year and our 200+ specialized clinical programs schedule 557,000 visits annually. Last year, the hospital performed more than 26,500 surgical procedures and 214,000 radiological examinations.

Our team of physicians and nurses has been recognized by a number of independent organizations for overall excellence, and we're proud to share some notable examples with you here.",1869.0,"boston, massachusetts, united states",united states,6283,"pediatric,hospital,inpatient,physicians,children"
1071,linkedin.com/company/ngo,Human Rights Protection Group and MFP Federation,Civic and Social Organizations,https://humanrights.in,Organization under Special Consultative Status with United Nations since 2023. Section 8 NGO reg with the Govt of India.,"Organization in Special Consultative status with the Economic and 
Social Council since 2023. Registered with the Government of India as a section 8 NGO, the organization was founded by Prabhloch Singh in 2006. The pressure group and human rights organisation has contributed to some of the biggest reversals of injustice in India by helping in public opinion formation and organising peaceful candle light vigils during the Jessica Lal case, Nirbhaya case, etc.

The organization was the first to act in the Jessica Lal murder case from Manu Sharma's hometown Chandigarh. It was also featured in the Bollywood movie 'No One Killed Jessica' in 2011. The leader of the protest group is Prabhloch Singh, a human rights activist, deejay, corporate employee and a social activist. The organisation along with its founder Prabhloch was made a part of a human rights case study on Media Influence, Rule of Law, and Civic Action in India by the Florida State University through an Honors Theses submitted to and approved by the Defense Committee of the Department of International Affairs, USA.

The NGO is now focussed on Community Welfare and United Nations Sustainable Development Goals.",,,singapore,6282,"prabhloch,protest,bollywood,activist,singh"
1072,linkedin.com/company/frontier-communications,Frontier Communications,Telecommunications,http://www.frontier.com,Building Gigabit America,"Frontier is the largest pure-play fiber provider in the United States. Driven by our purpose, Building Gigabit America®, we deliver blazing-fast broadband connectivity that unlocks the potential of millions of consumers and businesses. Visit www.frontier.com.",1935.0,"norwalk, connecticut, united states",united states,6273,"frontier,gigabit,broadband,fiber,provider"
1073,linkedin.com/company/credit-agricole-cib,Crédit Agricole CIB,Banking,http://www.ca-cib.com,Working every day in the interest of our customers and society,"Crédit Agricole CIB is the corporate and investment banking arm of Crédit Agricole Group, the 10th largest banking group worldwide in terms of tier 1 capital (The Banker, July 2022). 

Nearly 8,600 employees across Europe, the Americas, Asia-Pacific, the Middle East and North Africa support Crédit Agricole CIB's clients, meeting their financial needs throughout the world. 

Crédit Agricole CIB offers its large corporate and institutional clients a range of products and services in capital markets activities, investment banking, structured finance, commercial banking and international trade. 

The Bank is a pioneer in the area of climate finance, and is currently a market leader in this segment with a complete offer for all its clients.",2004.0,"courbevoie, ile-de-france, france",france,6266,"agricole,cib,banking,bank,financial"
1074,linkedin.com/company/autozone,AutoZone,Retail,https://careers.autozone.com/,"Ranked as one of Forbes’ World’s Best Employers, follow us to See Where Your Drive Can Take You℠ & apply today!","AutoZone is the nation's leading retailer and a leading distributor of automotive replacement parts and accessories with more than 7,000 stores in the US, Mexico, Brazil and Puerto Rico. Each store carries an extensive line for cars, sport utility vehicles, vans and light trucks, including new and remanufactured hard parts, maintenance items and accessories. 

AutoZone, headquartered in Memphis, TN, is a growing Fortune 300 company with a deep commitment to serving our customers, communities and fellow AutoZoners. We have vast opportunities in our stores, distribution centers, field offices, specialty business units and Store Support Center and embrace diverse experiences, backgrounds, knowledge and ideas to strengthen our teams and business.

Our team is connected by a deep commitment to our Pledge and Values, principles established more than thirty years ago that reinforce our priorities and team culture. In addition, we constantly innovate and aspire to best serve our customers, creating new and better tools, training and outreach to serve both DIY and the professional installer customers.

From in-store tools to E-Commerce, training and development to recognition, our team has the tools to help you grow your career at AutoZone. See where your drive can take you!",1979.0,"memphis, tennessee, united states",united states,6256,"autozone,autozoners,automotive,trucks,memphis"
1075,linkedin.com/company/transamerica,Transamerica,Financial Services,http://www.transamerica.com,,"Longer lifespans are changing the way we exist. Instead of the traditional stages of learn, work, and retire, we now have the potential for a more fulfilling, multi-stage life. With this opportunity comes the need to plan for it. We enable financial professionals, brokers, agents, advisors, and employers to energize clients and employees to seize the possibilities longevity brings. So, no matter where someone is on their journey, we can help them have the freedom to live the life they want. Transamerica. Live your best life. 

Social terms: https://www.transamerica.com/social-media-guidelines",1904.0,"baltimore, maryland, united states",united states,6251,"lifespans,longevity,retire,transamerica,life"
1076,linkedin.com/company/templeuniversity,Temple University,Higher Education,https://www.temple.edu,,"As the largest university in one of the nation’s most iconic cities, Temple educates diverse future leaders from across Philadelphia, the country and the world who share a common drive to learn, prepare for their careers and make a real impact.
Founded as a night school by Russell Conwell in 1884, Temple University has evolved into an international powerhouse in higher education. Temple is a top-tier research institution with roughly 40,000 undergraduate, graduate and professional students, 17 schools and colleges, eight campuses and hundreds of degree programs.",,,,6250,"temple,colleges,university,campuses,students"
1077,linkedin.com/company/exl-service,EXL,IT Services and IT Consulting,http://www.exlservice.com,"We make sense of data to drive your business forward. 
#MakeSenseofData #DriveYourBusinessForward #PartnerYourWay","Choosing a digital partner is about more than capabilities — it’s about collaboration and character.

Unrealistic overhauls and off-the-shelf products ignore what matters most — your unique needs, culture, goals, and your legacy data and technology environments.

At EXL, our collaboration is built on ongoing listening and learning to adapt our methodologies. We’re your business evolution partner—tailoring solutions that make the most of data to make better business decisions and drive more intelligence into your increasingly digital operations.

Whether your goals are scaling the use of AI and digital, redesign operating models, or driving better and faster decisions, we’re here to partner with you to help you gain—and maintain—competitive advantage with efficient, sustainable models at scale.

Our expertise in transformation, data science, and change management helps make your business more efficient and effective, improve customer relationships and enhance revenue growth. Instead of focusing on multi-year, resource- and time-intensive platform designs or migrations, we look deeper at your entire value chain to integrate strategies with impact.

We use our specialization in analytics, digital interventions, and operations management—alongside deep industry expertise — to deliver solutions that help you outperform the competition.

At EXL, it’s all about outcomes—your outcomes—and delivering success on your terms. Share your goals with us and together, we’ll optimize how you leverage data to drive your business forward.

For more information, visit www.exlservice.com.",1999.0,"new york, new york, united states",united states,6236,"analytics,exl,digital,collaboration,capabilities"
1078,linkedin.com/company/world-health-organization,World Health Organization,International Affairs,http://www.who.int,"We are the United Nations’ health agency. We are committed to achieve better health for everyone, everywhere.","The World Health Organization's mission: to promote health, keep the world safe, and serve the vulnerable. Working through offices in more than 150 countries, WHO staff work side by side with governments and other partners to ensure the highest attainable level of health for all people.

Stay connected with WHO:
Facebook https://www.facebook.com/WHO
Twitter http://www.twitter.com/who
Instagram: @who
Google+ https://www.google.com/+who
YouTube http://www.youtube.com/who",1948.0,"geneva, geneva, switzerland",switzerland,6227,"health,organization,twitter,instagram,facebook"
1079,linkedin.com/company/fannie-mae-corporation_19722,Fannie Mae,Financial Services,http://www.fanniemae.com,"We create opportunities for people to buy, refinance, or rent a home.","Fannie Mae creates opportunities for people to buy, refinance, or rent a home. We are a leading source of mortgage financing in all markets and at all times. We ensure the availability of affordable mortgage loans. The financing solutions we develop make sustainable homeownership and workforce rental housing a reality for millions of people. The work we do helps maintain the 30-year fixed-rate mortgage, which has dominated the housing market since the 1950s. This popular mortgage loan makes committing to purchasing a home easier. It gives homeowners stability and peace of mind by providing predictable mortgage payments over the life of the loan.

Our mission is to facilitate equitable and sustainable access to homeownership and quality affordable rental housing across America. We continue to innovate and promote a stronger, safer, and more efficient housing finance system to support more opportunities for homebuyers and renters in communities throughout the nation.

Join us to help shape the future of housing: http://fanniemae.com/careers.",1938.0,"washington, district of columbia, united states",united states,6222,"mortgage,homebuyers,fannie,loans,housing"
1080,linkedin.com/company/kiewit,Kiewit,Construction,http://kiewit.com,One of North America's largest and most respected construction and engineering organizations.,"At Kiewit, the projects we deliver make a difference, and we offer opportunities for you to make one, too. Our construction and engineering professionals work on some of the industry’s most complex, challenging and rewarding projects – whether it’s boring tunnels through mountains, turning rivers into energy, or building bridges that connect communities. Kiewit people tackle important projects of every size, in any market. Start your Kiewit adventure today at kiewitjobs.com. 

Kiewit is one of North America’s largest and most respected construction and engineering organizations. With its roots dating back to 1884, the employee-owned organization operates through a network of subsidiaries in the United States, Canada, and Mexico. Kiewit offers construction and engineering services in a variety of markets including transportation; oil, gas and chemical; power; building; water/wastewater; industrial; and mining. 

We are an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law.",1884.0,"omaha, nebraska, united states",united states,6216,"kiewitjobs,kiewit,employer,employee,subsidiaries"
1081,linkedin.com/company/societegenerale-corporate-and-investment-banking,Societe Generale Corporate and Investment Banking - SGCIB,Financial Services,http://wholesale.banking.societegenerale.com,Helping you build the future,"We support you over time, during expansion phases and their more challenging periods alike. By providing a full range of solutions suited to your needs, we play a facilitating role to help you realise your ambitions and leverage your potential. This is why we intend to develop an authentic advisory relationship for all of your financial issues, specifically risk anticipation and management.

Our model is based on both bankers who have a very detailed knowledge of their clients and the sectors in which they are active, as well as a broad cross-asset view of the bank’s various products and experts who bring sophisticated technical skill to their work. This client coverage model, though not in itself unique to Societe Generale, finds a better home there because of the bank’s ability to pool expertise in order to provide bespoke solutions to your needs.

As a key pillar of the Societe Generale Group’s universal banking model, SG CIB supports the economy by playing a key intermediary role, offering broad market access to issuers and smart investment solutions to investors. The service we bring to our corporate and financial institutions clients revolves around three main activities - investment banking, financing and markets - and our global franchises of equity derivatives and natural resources.

For our clients we stand out because we are a trusted advisor with a worldwide leading engineering expertise and a quality product suite.",1990.0,,,6213,"banking,societe,bankers,financial,investors"
1082,linkedin.com/company/groupon,Groupon,Internet Publishing,https://www.grouponcareers.com/,"Local Heart, Global Impact","Groupon is an experiences marketplace that brings people more ways to get the most out of their city or wherever they may be. By enabling real-time mobile commerce across local businesses, live events and travel destinations, Groupon helps people find and discover experiences––big and small, new and familiar––that make for a full, fun and rewarding life. Groupon helps local businesses grow and strengthen customer relationships––resulting in strong, vibrant communities. 

With employees spread across multiple countries, we still maintain a culture that inspires innovation, rewards risk-taking and celebrates success. We encourage employees to embrace change, adapt to new circumstances, and find creative solutions to the challenges we face. 

Does that sound like a great way to grow your career? If you possess the ambitious drive and hands-on talent that resonate with our vision, we encourage you to check out our current opportunities with #TeamGroupon.",2008.0,"chicago, illinois, united states",united states,6211,"groupon,teamgroupon,communities,mobile,businesses"
1083,linkedin.com/company/proximus,Proximus,Telecommunications,http://www.proximus.com,,"Proximus Group is a provider of future-proof connectivity and digital services, operating in the Benelux as well as global markets. As a major economic player in Belgium, we make the most of every opportunity to positively impact the world around us. The investments we make in our open fixed and mobile networks are critical for the growth of our economy and the development of new digital ecosystems and innovative solutions. 

Thanks to our affiliates BICS and Telesign – international frontrunners in digital identity APIs and communication platforms respectively – we provide reliable and secure communications experiences around the world. 

On a societal level, we are shaping a fair, trustworthy and inclusive digital world and accelerating the transition to a green society.",,"brussels, brussels hoofdstedelijk gewest, belgium",belgium,6206,"provider,telesign,proximus,mobile,affiliates"
1084,linkedin.com/company/plexus-worldwide-inc-,Plexus Worldwide,Servicios de bienestar y ejercicio,http://plexusworldwide.com,,"Our core values are simple: Be Trustworthy, Be Honest, Be Reliable, and Be Responsible.

Based in Scottsdale, Arizona, Plexus Worldwide offers science-based health and wellness products that enable people to improve their lives and well-being. 

Our mission is to help consumers live healthier and happier lives, and our employees are the driving inspiration for the work we all do every day.

With more than 550,000 entrepreneurial Ambassadors worldwide, Plexus is among the world’s 40 largest direct-selling organizations in our industry and has been featured on the Inc. 500 list of Fastest-Growing Companies.

Named one of Arizona’s “Best Places to Work” by the Phoenix Business Journal, Plexus Worldwide is always looking for people wanting to take the next step in their career. 

If you’re a talented and motivated individual interested in making a positive difference in people's lives, please review our Career Opportunities and apply today.",2006.0,"scottsdale, arizona, united states",united states,6203,"plexus,phoenix,entrepreneurial,wellness,companies"
1085,linkedin.com/company/mac-cosmetics,MAC Cosmetics,Personal Care Product Manufacturing,http://www.maccosmetics.com,"All Ages, All Races, All Genders","For nearly four decades, M·A·C COSMETICS has solidified its position as the ultimate authority in colour, embracing artistry as our foundation, championing inclusion and diversity as our essence, and placing conscious beauty and social responsibility at the forefront of our mission. 🌟💄",,,,6197,"cosmetics,essence,beauty,colour,artistry"
1086,linkedin.com/company/postnl,PostNL,"Transportation, Logistics, Supply Chain and Storage",http://www.postnl.nl,"Welcome to our PostNL LinkedIn company page. For customer care, please contact https://www.postnl.nl/en/customer-service","Welcome! We are PostNL. Your favorite delivery service is what we want to be. Every day, over 35,000 colleagues work hard to achieve this goal, on your streets and in your neighborhood, in our sorting centers and depots, and at the office. On an average day, we deliver about 1.1 million packages and 7.4 million letters, so chances are we will meet. In addition to delivering, we're always innovating. For example, we're developing more sustainable ways of delivering and clever products and services like delivery preferences. Making your life easier, that is why we continuously work on new and improved products and services. Such as the parcel locker and convenient online services for webshops and other business customers. Will you help us be your favorite delivery service? Come join us and become a colleague! Check out our job opportunities at www.postnl.nl/werkenbij (work with us). See you soon or as we say in Dutch: tot snel!",,"the hague, zuid-holland, netherlands",netherlands,6196,"delivering,postnl,deliver,delivery,customers"
1087,linkedin.com/company/hdr,HDR,Design Services,https://www.hdrinc.com/,,"HDR is an employee-owned design firm specializing in engineering, architecture, environmental and construction services. We’re ranked No. 6 among the world’s design firms and we’re the largest healthcare design firm.  Led by the strength of our values and a culture shaped by employee ownership, we network with each other, build on each other’s contributions, and collaborate together to make great things possible.  

When you join HDR, we give you license to do the same. We help you take charge of your career, giving you multiple growth opportunities along the way.  

So, what are you waiting for? Come grow with us.",1917.0,"omaha, nebraska, united states",united states,6195,"hdr,healthcare,engineering,design,license"
1088,linkedin.com/company/wsp,WSP,Professional Services,http://wsp.com,,"We exist to future-proof our cities and environments. As one of the world's leading professional services consulting firms, we plan, advise, design, manage and engineer long lasting solutions that benefit generations to come. With a Future Ready® mindset, we deliver solutions that shape the communities of tomorrow and help societies find ways to thrive sustainably today. We are a growing team of more than 67,000 people; come join us! 

La raison d’être de WSP est de préparer nos villes et notre environnement pour l’avenir. L’une des plus grandes firmes de services professionnels au monde, WSP planifie, conseille, conçoit, gère et réalise des projets durables pour les générations à venir. Animés par notre approche « Conçu pour l’avenir », nous proposons des solutions qui façonnent les collectivités de demain et contribuent à la prospérité de nos sociétés dans un monde en mutation. Nous sommes une équipe en pleine croissance qui compte plus de 67 000 professionnels. Joignez-vous à nos rangs!",,"montréal, quebec, canada",canada,6195,"professionnels,conseille,sociétés,sustainably,future"
